"disease","primekg_padj","primekg_n_overlap","primekg_n_disease_genes","ot_n_genes","ot_mean_score","ot_max_score","primekg_score","ot_score","combined_score"
"hyperlipoproteinemia type V",NA,NA,NA,4,0.0522345687618623,0.0688601185248536,0,0.0506329113924051,0.0506329113924051
"Hyperlipoproteinemia type 5",NA,NA,NA,4,0.0522345687618623,0.0688601185248536,0,0.0506329113924051,0.0506329113924051
"hemoglobin D disease",NA,NA,NA,4,0.0512431708016706,0.0627731383181966,0,0.0506329113924051,0.0506329113924051
"Hyperlipoproteinemia type 1",NA,NA,NA,4,0.0507295831299973,0.058530053603204,0,0.0506329113924051,0.0506329113924051
"common variable immunodeficiency",NA,NA,NA,4,0.0503980694870398,0.0779829590640614,0,0.0506329113924051,0.0506329113924051
"neovascular glaucoma",NA,NA,NA,4,0.0494423929597194,0.0573440102528783,0,0.0506329113924051,0.0506329113924051
"hemoglobin E disease",NA,NA,NA,4,0.0484329779816118,0.0609621970302416,0,0.0506329113924051,0.0506329113924051
"homozygous familial hypercholesterolemia",NA,NA,NA,4,0.0477280044088007,0.0608956726563983,0,0.0506329113924051,0.0506329113924051
"microcytic anemia with liver iron overload",NA,NA,NA,4,0.0448189489776138,0.0569393203119986,0,0.0506329113924051,0.0506329113924051
"syringocystadenoma papilliferum",NA,NA,NA,4,0.0436728685022973,0.100235916484409,0,0.0506329113924051,0.0506329113924051
"hydrops fetalis",NA,NA,NA,4,0.0318276179382111,0.0874369118751948,0,0.0506329113924051,0.0506329113924051
"Acute hepatic failure",NA,NA,NA,4,0.0159293915061626,0.0224113223880803,0,0.0506329113924051,0.0506329113924051
"cutaneous lupus erythematosus",NA,NA,NA,4,0.0142228950837167,0.0298839946433415,0,0.0506329113924051,0.0506329113924051
"septic shock",NA,NA,NA,4,0.00833277763837339,0.0109012227483492,0,0.0506329113924051,0.0506329113924051
"meningococcal infection",NA,NA,NA,4,0.00779257978461644,0.0181190015679992,0,0.0506329113924051,0.0506329113924051
"ovarian serous cystadenocarcinoma",NA,NA,NA,4,0.00776117694837874,0.0310447077935149,0,0.0506329113924051,0.0506329113924051
"thymoma",0.532524696008579,1,6,2,0.0258705898279291,0.0517411796558582,0.0238432662899667,0.0253164556962025,0.0491597219861692
"Stickler syndrome",0.532524696008579,1,6,2,0.0647035201208432,0.0848178467404017,0.0238432662899667,0.0253164556962025,0.0491597219861692
"graft versus host disease",0.532524696008579,1,6,2,0.0918971364474552,0.0953874221912331,0.0238432662899667,0.0253164556962025,0.0491597219861692
"leukopenia",0.274484834124827,2,8,NA,NA,NA,0.0489203549346968,0,0.0489203549346968
"familial partial lipodystrophy",0.274484834124827,2,8,NA,NA,NA,0.0489203549346968,0,0.0489203549346968
"aortic valve disease",0.274484834124827,2,8,NA,NA,NA,0.0489203549346968,0,0.0489203549346968
"multiple endocrine neoplasia",0.274484834124827,2,8,NA,NA,NA,0.0489203549346968,0,0.0489203549346968
"multiple pterygium syndrome",0.274484834124827,2,8,NA,NA,NA,0.0489203549346968,0,0.0489203549346968
"Axenfeld anomaly",0.274484834124827,2,8,NA,NA,NA,0.0489203549346968,0,0.0489203549346968
"aplastic anemia",0.274484834124827,2,8,NA,NA,NA,0.0489203549346968,0,0.0489203549346968
"true hermaphroditism",0.274484834124827,2,8,NA,NA,NA,0.0489203549346968,0,0.0489203549346968
"Williams syndrome",0.274484834124827,2,8,NA,NA,NA,0.0489203549346968,0,0.0489203549346968
"cellular ependymoma",0.274484834124827,2,8,NA,NA,NA,0.0489203549346968,0,0.0489203549346968
"tanycytic ependymoma",0.274484834124827,2,8,NA,NA,NA,0.0489203549346968,0,0.0489203549346968
"acute lymphoblastic/lymphocytic leukemia",0.27531953397593,15,136,NA,NA,NA,0.0488054626606389,0,0.0488054626606389
"centronuclear myopathy",0.27531953397593,3,16,NA,NA,NA,0.0488054626606389,0,0.0488054626606389
"genetic intestinal polyposis",0.27531953397593,3,16,NA,NA,NA,0.0488054626606389,0,0.0488054626606389
"hypercalcemia disease",0.27531953397593,3,16,NA,NA,NA,0.0488054626606389,0,0.0488054626606389
"nephrocalcinosis",0.27531953397593,3,16,NA,NA,NA,0.0488054626606389,0,0.0488054626606389
"nephrotic syndrome,",0.277312790499506,5,34,NA,NA,NA,0.0485325038386813,0,0.0485325038386813
"amyotrophic lateral sclerosis-parkinsonism-dementia complex",0.277312790499506,5,34,NA,NA,NA,0.0485325038386813,0,0.0485325038386813
"methylmalonic acidemia",0.387936028708707,2,11,1,0.340013466309926,0.340013466309926,0.035830202538942,0.0126582278481013,0.0484884303870433
"dilated cardiomyopathy",0.3925301777779,9,83,1,0.00739159709369404,0.00739159709369404,0.0353847265121152,0.0126582278481013,0.0480429543602164
"renal cell carcinoma (disease)",0.286592938024971,16,148,NA,NA,NA,0.0472869688649495,0,0.0472869688649495
"calcinosis",0.286592938024971,6,44,NA,NA,NA,0.0472869688649495,0,0.0472869688649495
"skin carcinoma",0.562785843400214,4,41,2,0.140440344780187,0.277184891013526,0.0217519149363985,0.0253164556962025,0.047068370632601
"morbid obesity",0.565267706411896,1,7,2,0.214468197860067,0.40878432614858,0.0215854138266203,0.0253164556962025,0.0469018695228228
"hypogonadotropic hypogonadism",0.565267706411896,4,42,2,0.0447746725777292,0.0567602204478316,0.0215854138266203,0.0253164556962025,0.0469018695228228
"rectum adenocarcinoma",0.565267706411896,1,7,2,0.277184891013526,0.277184891013526,0.0215854138266203,0.0253164556962025,0.0469018695228228
"metastatic melanoma",0.565267706411896,5,54,2,0.0125311514240779,0.0218052114263974,0.0215854138266203,0.0253164556962025,0.0469018695228228
"vitiligo",0.565267706411896,2,18,2,0.116125571756702,0.131483179240919,0.0215854138266203,0.0253164556962025,0.0469018695228228
"hereditary clear cell renal cell carcinoma",0.565267706411896,1,7,2,0.0230987409177939,0.0291968085200914,0.0215854138266203,0.0253164556962025,0.0469018695228228
"keloid formation",0.300192550849973,5,35,NA,NA,NA,0.0455327115378505,0,0.0455327115378505
"frontotemporal dementia",0.588035854807956,1,8,2,0.0471526378061516,0.0869136785186092,0.020091213416429,0.0253164556962025,0.0454076691126316
"developmental and epileptic encephalopathy",0.303346476959989,11,96,NA,NA,NA,0.0451372370698076,0,0.0451372370698076
"pulmonary emphysema",0.304740740560901,3,17,NA,NA,NA,0.0449637176374902,0,0.0449637176374902
"amnestic disorder",0.304740740560901,3,17,NA,NA,NA,0.0449637176374902,0,0.0449637176374902
"dissociative amnesia",0.304740740560901,3,17,NA,NA,NA,0.0449637176374902,0,0.0449637176374902
"dementia (disease)",0.304740740560901,3,17,NA,NA,NA,0.0449637176374902,0,0.0449637176374902
"premature ovarian failure",0.304740740560901,4,26,NA,NA,NA,0.0449637176374902,0,0.0449637176374902
"pancytopenia",0.304740740560901,4,26,NA,NA,NA,0.0449637176374902,0,0.0449637176374902
"achondroplasia",0.304740740560901,4,26,NA,NA,NA,0.0449637176374902,0,0.0449637176374902
"holoprosencephaly-hypokinesia-congenital contractures syndrome",0.304740740560901,3,17,NA,NA,NA,0.0449637176374902,0,0.0449637176374902
"holoprosencephaly-craniosynostosis syndrome",0.304740740560901,3,17,NA,NA,NA,0.0449637176374902,0,0.0449637176374902
"holoprosencephaly-caudal dysgenesis syndrome",0.304740740560901,3,17,NA,NA,NA,0.0449637176374902,0,0.0449637176374902
"septopreoptic holoprosencephaly",0.304740740560901,3,17,NA,NA,NA,0.0449637176374902,0,0.0449637176374902
"microform holoprosencephaly",0.304740740560901,3,17,NA,NA,NA,0.0449637176374902,0,0.0449637176374902
"midline interhemispheric variant of holoprosencephaly",0.304740740560901,3,17,NA,NA,NA,0.0449637176374902,0,0.0449637176374902
"Zellweger syndrome",0.304740740560901,3,17,NA,NA,NA,0.0449637176374902,0,0.0449637176374902
"cerebrovascular disorder",0.429861872028764,2,12,1,0.258979321710247,0.258979321710247,0.0319470444302198,0.0126582278481013,0.0446052722783211
"beta-thalassemia intermedia",0.429861872028764,2,12,1,0.0448337321718012,0.0448337321718012,0.0319470444302198,0.0126582278481013,0.0446052722783211
"atrial septal defect, ostium secundum type",0.310461160340703,2,9,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"patent foramen ovale (disease)",0.310461160340703,2,9,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"pituitary adenocarcinoma (disease)",0.310461160340703,2,9,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"primary ovarian failure",0.310461160340703,5,36,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"uveitis",0.310461160340703,2,9,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"iris disease",0.310461160340703,2,9,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"ciliary body disease",0.310461160340703,2,9,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"panuveitis (disease)",0.310461160340703,2,9,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"microcystic adenoma",0.310461160340703,5,36,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"papillary adenoma",0.310461160340703,5,36,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"familial hypertrophic cardiomyopathy",0.310461160340703,2,9,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"carotid stenosis",0.310461160340703,2,9,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"carotid artery thrombosis",0.310461160340703,2,9,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"malignant peripheral nerve sheath tumor",0.310461160340703,2,9,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"kidney Wilms tumor",0.310461160340703,5,36,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"Wilms tumor",0.310461160340703,5,36,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"adenosarcoma",0.310461160340703,5,36,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"autoimmune encephalitis",0.310461160340703,2,9,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"dermatitis, atopic",0.310461160340703,5,36,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"anterior segment dysgenesis",0.310461160340703,2,9,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"inborn mitochondrial metabolism disorder",0.310461160340703,2,9,NA,NA,NA,0.0442600119037308,0,0.0442600119037308
"spermatogenic failure",0.629519975661315,2,22,2,0.084738860328705,0.091409520053087,0.0175117493249023,0.0253164556962025,0.0428282050211048
"premature menopause",0.325789865050599,4,27,NA,NA,NA,0.0424364128744703,0,0.0424364128744703
"Sezary syndrome",0.325789865050599,4,27,NA,NA,NA,0.0424364128744703,0,0.0424364128744703
"congenital fiber-type disproportion myopathy",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"gastric ulcer (disease)",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"double outlet right ventricle with subaortic or doubly committed ventricular septal defect with pulmonary stenosis",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"spinocerebellar ataxia",0.325845053241919,8,67,NA,NA,NA,0.042430003581028,0,0.042430003581028
"rare variants of adenocarcinoma of the corpus uteri",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"uterine corpus mixed epithelial and mesenchymal neoplasm",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"uterine corpus carcinofibroma",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"primitive neuroectodermal tumor of the corpus uteri",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"papillary carcinoma of the corpus uteri",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"high-grade neuroendocrine carcinoma of the corpus uteri",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"low-grade neuroendocrine tumor of the corpus uteri",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"adenoid cystic carcinoma of the corpus uteri",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"transitional cell carcinoma of the corpus uteri",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"malignant germ cell tumor of corpus uteri",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"endometrium carcinoma in situ",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"hereditary sensory, motor and autonomic neuropathy",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"alobar holoprosencephaly",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"combined oxidative phosphorylation defect",0.325845053241919,3,18,NA,NA,NA,0.042430003581028,0,0.042430003581028
"autoimmune hepatitis",0.676541115502066,3,38,2,0.05426370672763,0.0723677204729087,0.0147860010434032,0.0253164556962025,0.0401024567396058
"diastematomyelia",0.347002407097267,4,28,NA,NA,NA,0.0400495688809121,0,0.0400495688809121
"primary tethered cord syndrome",0.347002407097267,4,28,NA,NA,NA,0.0400495688809121,0,0.0400495688809121
"iniencephaly",0.347002407097267,4,28,NA,NA,NA,0.0400495688809121,0,0.0400495688809121
"open iniencephaly",0.347002407097267,4,28,NA,NA,NA,0.0400495688809121,0,0.0400495688809121
"closed iniencephaly",0.347002407097267,4,28,NA,NA,NA,0.0400495688809121,0,0.0400495688809121
"end stage renal failure",0.348823845158874,6,48,NA,NA,NA,0.0398514695852734,0,0.0398514695852734
"melanoma, cutaneous malignant, susceptibility to",0.348823845158874,6,48,NA,NA,NA,0.0398514695852734,0,0.0398514695852734
"intellectual disability, autosomal dominant",0.348823845158874,6,48,NA,NA,NA,0.0398514695852734,0,0.0398514695852734
"amyloidosis (disease)",0.352081981485315,2,10,NA,NA,NA,0.0394996815604543,0,0.0394996815604543
"AH amyloidosis",0.352081981485315,2,10,NA,NA,NA,0.0394996815604543,0,0.0394996815604543
"sickle cell anemia",0.352081981485315,2,10,NA,NA,NA,0.0394996815604543,0,0.0394996815604543
"peritoneal neoplasm",0.352081981485315,2,10,NA,NA,NA,0.0394996815604543,0,0.0394996815604543
"juvenile Paget disease",0.352081981485315,2,10,NA,NA,NA,0.0394996815604543,0,0.0394996815604543
"head and neck carcinoma",0.352081981485315,2,10,NA,NA,NA,0.0394996815604543,0,0.0394996815604543
"pseudopelade of Brocq",0.355172515169897,3,19,NA,NA,NA,0.039168985615081,0,0.039168985615081
"pancreatic neuroendocrine neoplasm",0.355172515169897,3,19,NA,NA,NA,0.039168985615081,0,0.039168985615081
"adrenal gland pheochromocytoma",0.355172515169897,3,19,NA,NA,NA,0.039168985615081,0,0.039168985615081
"phaeochromocytoma",0.355172515169897,3,19,NA,NA,NA,0.039168985615081,0,0.039168985615081
"duodenum cancer",0.355172515169897,3,19,NA,NA,NA,0.039168985615081,0,0.039168985615081
"small intestine cancer",0.355172515169897,3,19,NA,NA,NA,0.039168985615081,0,0.039168985615081
"heart cancer",0.355172515169897,3,19,NA,NA,NA,0.039168985615081,0,0.039168985615081
"sympathetic paraganglioma",0.355172515169897,3,19,NA,NA,NA,0.039168985615081,0,0.039168985615081
"Jeune syndrome",0.700139672324665,1,12,2,0.0706916241263433,0.077375130523986,0.0134886333566141,0.0253164556962025,0.0388050890528167
"psychiatric disorder",0.700139672324665,1,12,2,0.00628285752963993,0.00886991651243284,0.0134886333566141,0.0253164556962025,0.0388050890528167
"arrhythmogenic right ventricular dysplasia",0.700139672324665,1,12,2,0.0356709236245307,0.066906888992845,0.0134886333566141,0.0253164556962025,0.0388050890528167
"focal segmental glomerulosclerosis",0.502884633667429,4,36,1,0.0719386857371271,0.0719386857371271,0.0260102420505378,0.0126582278481013,0.0386684698986391
"atrial septal defect",0.502884633667429,2,14,1,0.0694411345534762,0.0694411345534762,0.0260102420505378,0.0126582278481013,0.0386684698986391
"androgenetic alopecia",0.502884633667429,2,15,1,0.265005394496177,0.265005394496177,0.0260102420505378,0.0126582278481013,0.0386684698986391
"skin cancer",0.502884633667429,6,59,1,0.117517639417681,0.117517639417681,0.0260102420505378,0.0126582278481013,0.0386684698986391
"acute promyelocytic leukemia",0.502884633667429,5,46,1,0.0744703407189674,0.0744703407189674,0.0260102420505378,0.0126582278481013,0.0386684698986391
"primary biliary cholangitis",0.502884633667429,5,47,1,0.0836491294604047,0.0836491294604047,0.0260102420505378,0.0126582278481013,0.0386684698986391
"alcoholic hepatitis",0.502884633667429,1,5,1,0.346474954102663,0.346474954102663,0.0260102420505378,0.0126582278481013,0.0386684698986391
"mesenchymal chondrosarcoma",0.502884633667429,1,5,1,0.37064239676692,0.37064239676692,0.0260102420505378,0.0126582278481013,0.0386684698986391
"hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome",0.502884633667429,2,15,1,0.0498045812173104,0.0498045812173104,0.0260102420505378,0.0126582278481013,0.0386684698986391
"Duane retraction syndrome",0.502884633667429,1,5,1,0.069247818058525,0.069247818058525,0.0260102420505378,0.0126582278481013,0.0386684698986391
"Gilbert syndrome",0.502884633667429,1,5,1,0.0343635348885836,0.0343635348885836,0.0260102420505378,0.0126582278481013,0.0386684698986391
"acromegaly",0.502884633667429,1,5,1,0.0447064324440764,0.0447064324440764,0.0260102420505378,0.0126582278481013,0.0386684698986391
"Retinal dystrophy",NA,NA,NA,3,0.502196067698242,0.577490619148244,0,0.0379746835443038,0.0379746835443038
"carpal tunnel syndrome",NA,NA,NA,3,0.353347520222979,0.485989724669616,0,0.0379746835443038,0.0379746835443038
"immunodeficiency due to a classical component pathway complement deficiency",NA,NA,NA,3,0.323520896853907,0.554534039740246,0,0.0379746835443038,0.0379746835443038
"ventral hernia",NA,NA,NA,3,0.31980872042064,0.512099792881384,0,0.0379746835443038,0.0379746835443038
"autoimmune disorder of central nervous system",NA,NA,NA,3,0.286034086139053,0.369579854684702,0,0.0379746835443038,0.0379746835443038
"dengue disease",NA,NA,NA,3,0.279309975177963,0.461974818355877,0,0.0379746835443038,0.0379746835443038
"corneal ulcer",NA,NA,NA,3,0.278029683393494,0.309913621825615,0,0.0379746835443038,0.0379746835443038
"endometrial endometrioid adenocarcinoma",NA,NA,NA,3,0.277184891013526,0.369579854684702,0,0.0379746835443038,0.0379746835443038
"carcinoma of liver and intrahepatic biliary tract",NA,NA,NA,3,0.277184891013526,0.369579854684702,0,0.0379746835443038,0.0379746835443038
"autoimmune lymphoproliferative syndrome type 1",NA,NA,NA,3,0.276153029768567,0.74389921855384,0,0.0379746835443038,0.0379746835443038
"neuroendocrine neoplasm",NA,NA,NA,3,0.260695413742398,0.294936060699956,0,0.0379746835443038,0.0379746835443038
"psoriasis vulgaris",NA,NA,NA,3,0.252303057413659,0.369579854684702,0,0.0379746835443038,0.0379746835443038
"brain glioblastoma",NA,NA,NA,3,0.246386569789801,0.277184891013526,0,0.0379746835443038,0.0379746835443038
"HER2 positive breast carcinoma",NA,NA,NA,3,0.246386569789801,0.277184891013526,0,0.0379746835443038,0.0379746835443038
"Rh deficiency syndrome",NA,NA,NA,3,0.243051251690858,0.611387134377293,0,0.0379746835443038,0.0379746835443038
"eye disorder",NA,NA,NA,3,0.232982345118015,0.260263598687186,0,0.0379746835443038,0.0379746835443038
"urethral syndrome",NA,NA,NA,3,0.23274020155208,0.329604460487201,0,0.0379746835443038,0.0379746835443038
